City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Iqaluit,63.7506,-68.5145,-22.0,69,1,9.22,CA,1613798584
Rohnert Park,38.3396,-122.7011,48.2,87,75,5.75,US,1613798504
Bohdan,48.0412,24.3522,28.62,94,93,2.62,UA,1613798585
Chicama,-7.8447,-79.1469,72.01,76,0,5.01,PE,1613798586
Salair,54.2312,85.7972,-4.74,90,98,11.18,RU,1613798586
Laytown,53.6819,-6.2392,46.4,93,40,10.36,IE,1613798587
Coyhaique,-45.5752,-72.0662,51.8,71,75,4.61,CL,1613798587
Puerto Colombia,10.9878,-74.9547,78.8,83,0,3.44,CO,1613798587
Port Hardy,50.6996,-127.4199,41.0,100,75,8.05,CA,1613798587
Grand-Santi,4.25,-54.3833,68.88,95,83,2.51,GF,1613798588
Hobyo,5.3505,48.5268,78.3,67,96,22.41,SO,1613798591
Alofi,-19.0595,-169.9187,80.6,83,43,10.36,NU,1613798415
Nizwá,22.9333,57.5333,74.98,19,23,2.3,OM,1613798595
Laguna,38.421,-121.4238,51.01,81,1,11.5,US,1613798595
Mount Gambier,-37.8333,140.7667,71.6,56,40,13.8,AU,1613798585
Kizilskoye,52.7255,58.8937,-4.79,90,83,10.4,RU,1613798595
High Level,58.5169,-117.136,21.2,73,1,4.61,CA,1613798595
Bambanglipuro,-7.95,110.2833,88.52,60,54,4.92,ID,1613798595
San Buenaventura,27.0833,-101.5333,42.82,61,0,1.01,MX,1613798599
Siocon,7.7061,122.1353,81.77,62,100,14.99,PH,1613798599
San Patricio,28.017,-97.5169,37.4,80,1,5.57,US,1613798599
Elizabeth City,36.2946,-76.2511,35.6,75,1,10.36,US,1613798599
Bambous Virieux,-20.3428,57.7575,84.99,74,40,11.5,MU,1613798600
Ben Gardane,33.1378,11.2197,55.51,40,99,5.17,TN,1613798600
Muskegon,43.3,-86.1334,21.99,93,90,6.91,US,1613798541
Wolgast,54.05,13.7667,35.01,91,100,1.01,DE,1613798600
Sigiriya,7.9518,80.7426,83.62,65,78,7.56,LK,1613798604
Sur,22.5667,59.5289,77.7,26,31,1.41,OM,1613798604
Salym,60.0625,71.4789,-11.2,89,100,5.39,RU,1613798604
Korla,41.7597,86.1469,44.96,51,100,2.55,CN,1613798604
Geraldton,-28.7667,114.6,87.8,35,0,17.27,AU,1613798604
Alta Floresta,-9.8756,-56.0861,71.02,96,100,2.04,BR,1613798608
Reykjavik,64.1355,-21.8954,35.6,51,40,8.05,IS,1613798611
Lüderitz,-26.6481,15.1594,62.28,65,0,16.96,NA,1613798611
West Bay,19.3667,-81.4167,79.0,83,0,1.01,KY,1613798562
Thompson,55.7435,-97.8558,3.2,72,20,6.91,CA,1613798611
Casper,42.8666,-106.3131,28.4,64,75,10.36,US,1613798600
Lavrentiya,65.5833,-171.0,-13.65,86,61,3.29,RU,1613798615
Aklavik,68.2191,-135.0107,-20.2,76,96,3.44,CA,1613798615
Dhenkānāl,20.6667,85.6,77.0,61,75,8.05,IN,1613798619
Arrondissement de Saint-Jean-de-Maurienne,45.1667,6.5833,39.0,76,0,1.99,FR,1613798622
Bodden Town,19.2833,-81.25,79.0,41,22,4.0,KY,1613798622
French Rocks,12.5006,76.6733,71.6,73,40,8.05,IN,1613798622
Yeniseysk,58.4497,92.1703,-4.7,89,100,10.69,RU,1613798625
Rājur,20.1167,78.9167,82.08,32,32,9.84,IN,1613798626
Sinjai,-5.1241,120.253,82.11,72,100,5.64,ID,1613798482
The Valley,18.217,-63.0578,77.0,73,40,10.36,AI,1613798629
Samarai,-10.6167,150.6667,86.16,68,33,0.96,PG,1613798629
Wajir,1.7471,40.0573,77.0,69,0,11.14,KE,1613798629
Sunrise Manor,36.2111,-115.0731,52.0,22,1,5.75,US,1613798629
Chester,40.1254,-75.8749,28.99,80,90,16.11,US,1613798629
Paamiut,61.994,-49.6678,7.79,89,48,11.05,GL,1613798629
Kontagora,10.3999,5.4695,64.62,24,49,8.3,NG,1613798630
La Ronge,55.1001,-105.2842,15.8,67,100,6.91,CA,1613798633
Praia da Vitória,38.7333,-27.0667,48.99,76,40,18.84,PT,1613798530
Margate,51.3813,1.3862,53.01,75,68,5.99,GB,1613798633
Forssa,60.8146,23.6215,21.0,92,100,3.0,FI,1613798636
St. George's,12.0564,-61.7485,77.0,78,20,14.97,GD,1613798639
Qui Nhon,13.7667,109.2333,73.58,71,91,17.05,VN,1613798640
Maragogi,-9.0122,-35.2225,76.46,86,62,7.05,BR,1613798643
Usinsk,65.9939,57.5281,-25.19,85,75,6.33,RU,1613798644
Portland,45.5234,-122.6762,43.0,81,90,8.05,US,1613798035
Olafsvik,64.8945,-23.7142,36.19,83,100,20.13,IS,1613798647
Cedar City,37.6775,-113.0619,37.4,32,1,20.71,US,1613798647
Sisimiut,66.9395,-53.6735,-3.8,87,91,8.86,GL,1613798648
Kungurtug,50.5994,97.5228,29.61,93,76,13.47,RU,1613798651
Manoel Urbano,-8.8389,-69.2597,71.78,97,99,1.63,BR,1613798651
Volkach,49.8667,10.2333,39.99,85,96,2.86,DE,1613798654
Log,49.4844,43.8613,13.23,89,93,8.41,RU,1613798654
Phan Thiet,10.9333,108.1,85.28,42,0,17.81,VN,1613798655
Chihuahua,28.5,-106.0,51.53,43,0,2.98,MX,1613798430
Marsá Maţrūḩ,31.3525,27.2453,50.0,76,40,3.44,EG,1613798655
Inuvik,68.3499,-133.7218,-20.2,76,98,3.44,CA,1613798658
Vikhorevka,56.1201,101.1636,8.01,72,90,31.32,RU,1613798662
Kenai,60.5544,-151.2583,5.0,71,1,8.01,US,1613798665
Berlevåg,70.8578,29.0864,13.17,87,3,11.32,NO,1613798665
Hanyang,32.1371,105.5126,53.01,70,0,1.01,CN,1613798668
Chapada dos Guimarães,-15.4606,-55.7497,80.6,69,0,2.3,BR,1613798669
Aripuanã,-9.1667,-60.6333,72.36,99,100,0.98,BR,1613798669
Kushmurun,52.4503,64.6311,-6.65,90,50,14.36,KZ,1613798670
Muzaffarabad,34.37,73.4711,67.75,24,96,1.74,PK,1613798673
Pisco,-13.7,-76.2167,69.8,83,0,5.75,PE,1613798676
Launceston,-41.45,147.1667,80.6,36,90,19.57,AU,1613798676
Lahaina,20.8783,-156.6825,73.4,73,40,12.66,US,1613798676
Nemuro,43.3236,145.575,39.2,81,40,17.27,JP,1613798677
Bereda,43.2686,-7.5406,59.0,72,40,31.07,ES,1613798677
Carnarvon,-24.8667,113.6333,86.0,70,0,14.97,AU,1613798680
Chokurdakh,70.6333,147.9167,-30.66,84,0,3.91,RU,1613798680
Yenagoa,4.9247,6.2642,71.22,77,0,3.69,NG,1613798684
Tigil',57.8,158.6667,14.94,95,98,6.87,RU,1613798684
Ihosy,-22.4,46.1167,76.5,78,30,3.02,MG,1613798681
Northam,51.0333,-4.2167,53.01,94,100,8.99,GB,1613798684
Ahipara,-35.1667,173.1667,69.33,65,8,4.23,NZ,1613798687
Līsakovsk,52.5369,62.4936,-4.54,90,33,12.88,KZ,1613798687
Chauk,20.8833,94.8167,87.6,32,99,5.68,MM,1613798687
Qasigiannguit,68.8193,-51.1922,-4.0,59,100,2.3,GL,1613798688
Ishigaki,24.3448,124.1572,66.2,52,40,6.91,JP,1613798688
Senanga,-16.1167,23.2667,67.24,92,100,9.62,ZM,1613798691
Kavaratti,10.5669,72.642,81.59,60,50,6.64,IN,1613798443
Zima,53.9202,102.0442,18.82,90,100,20.74,RU,1613798691
Ribeira Brava,32.65,-17.0667,60.01,99,100,5.99,PT,1613798691
Cururupu,-1.8283,-44.8683,74.41,95,78,2.57,BR,1613798691
Kamaishi,39.2667,141.8833,39.2,93,75,11.5,JP,1613798694
Leningradskiy,69.3833,178.4167,-17.77,80,8,6.26,RU,1613798695
Bratsk,56.1325,101.6142,8.01,72,90,31.32,RU,1613798695
Kalaiya,27.0327,85.0022,77.67,27,0,5.32,NP,1613798695
Deputatsky,69.3,139.9,-27.26,87,15,0.29,RU,1613798695
Shīeli,44.1667,66.75,27.03,83,0,4.63,KZ,1613798695
Viedma,-40.8135,-62.9967,56.16,59,0,9.17,AR,1613798465
Vostok,46.4856,135.8833,12.99,96,100,12.33,RU,1613798565
Angoche,-16.2325,39.9086,81.07,82,100,4.88,MZ,1613798695
Port Lincoln,-34.7333,135.8667,68.43,61,25,14.14,AU,1613798696
Ponta Delgada,37.7333,-25.6667,50.0,71,20,9.22,PT,1613798699
Chagoda,59.164,35.3285,-1.55,92,100,3.62,RU,1613798699
Makkah al Mukarramah,21.4267,39.8261,64.72,52,8,6.82,SA,1613798699
Nampa,43.5407,-116.5635,37.99,100,90,6.91,US,1613798703
Impfondo,1.6381,18.0667,71.02,40,97,2.21,CG,1613798707
Luocheng,29.3848,104.0286,71.8,37,30,3.85,CN,1613798707
La Palma,33.8464,-118.0467,57.2,51,1,2.28,US,1613798707
Nadezhda,44.1,44.6,22.86,98,96,2.04,RU,1613798708
Tabou,4.423,-7.3528,77.36,88,52,5.01,CI,1613798602
Araouane,18.9048,-3.5265,70.61,20,70,6.13,ML,1613798708
Alice Springs,-23.7,133.8833,100.4,15,40,11.5,AU,1613798712
Garissa,-0.4536,39.6401,77.38,76,100,7.45,KE,1613798715
Tyret’ Pervaya,53.6703,102.3106,19.96,92,100,22.5,RU,1613798715
Georgiyevka,43.0369,74.7114,35.6,93,90,4.47,KZ,1613798715
Westport,41.1415,-73.3579,32.0,80,90,8.05,US,1613798719
Chake Chake,-5.2459,39.7666,82.22,76,100,1.34,TZ,1613798719
Plouzané,48.3833,-4.6167,53.6,87,100,19.57,FR,1613798723
Barinas,8.6226,-70.2075,78.53,54,25,1.79,VE,1613798723
Pemangkat,1.1667,108.9667,84.09,69,97,14.72,ID,1613798723
Myaundzha,63.0494,147.1858,-12.15,85,2,2.13,RU,1613798727
Vung Tau,10.346,107.0843,81.03,53,3,17.36,VN,1613798727
San José de Ocoa,18.55,-70.5,63.7,80,10,4.14,DO,1613798727
Arrondissement d'Ajaccio,42.0,8.9167,41.0,87,0,8.05,FR,1613798727
Kurchum,48.5722,83.6542,10.17,93,100,3.58,KZ,1613798727
Ayamé,5.6083,-3.1563,74.17,95,45,1.16,CI,1613798727
Tulun,54.5611,100.5792,11.3,90,98,23.51,RU,1613798730
Lakeside,30.13,-81.7682,50.0,87,20,6.91,US,1613798734
Banda Aceh,5.5577,95.3222,85.08,61,4,16.78,ID,1613798734
Kiryat Gat,31.61,34.7642,46.0,100,18,5.79,IL,1613798737
Chiredzi,-21.05,31.6667,73.36,77,93,1.03,ZW,1613798737
Gizo Government Station,-8.103,156.8419,84.56,67,80,0.89,SB,1613798740
Abhar,36.1468,49.218,33.12,81,0,0.89,IR,1613798741
New Amsterdam,6.25,-57.5167,73.9,90,86,4.97,GY,1613798741
Barra dos Coqueiros,-10.9089,-37.0386,80.6,74,40,9.22,BR,1613798741
Meulaboh,4.1363,96.1285,88.16,55,23,3.49,ID,1613798741
Buchanan,5.8808,-10.0467,77.85,87,99,3.27,LR,1613798742
Lompoc,34.6391,-120.4579,53.6,94,90,9.22,US,1613798480
Sicamous,50.8331,-118.9856,26.6,93,88,1.14,CA,1613798745
Grimshaw,56.1834,-117.6027,28.4,69,90,14.97,CA,1613798748
Hambantota,6.1241,81.1185,86.0,74,40,10.36,LK,1613798751
Peniche,39.3558,-9.3811,61.0,80,100,21.99,PT,1613798752
Comodoro Rivadavia,-45.8667,-67.5,55.4,67,0,3.44,AR,1613798752
Zhigansk,66.7697,123.3711,-28.66,81,24,3.49,RU,1613798755
Whitehorse,60.7161,-135.0538,17.01,86,90,10.36,CA,1613798755
Dallas,32.7668,-96.7836,32.0,64,1,8.05,US,1613798197
Pangnirtung,66.1451,-65.7125,-24.81,76,100,1.45,CA,1613798755
Ambon City,-3.6954,128.1814,84.2,74,40,16.11,ID,1613798755
Amahai,-3.3333,128.9167,88.61,58,12,9.13,ID,1613798759
Liwale,-9.7667,37.9333,72.54,90,100,2.3,TZ,1613798759
Kaoma,-14.7833,24.8,65.5,95,100,3.4,ZM,1613798762
Kahramanmaraş Province,38.0,37.0,26.6,80,0,5.75,TR,1613798762
Balkanabat,39.5108,54.3671,43.54,62,0,9.04,TM,1613798762
Melenci,45.5139,20.3172,51.01,93,75,1.14,RS,1613798762
Makat,47.6469,53.3463,15.04,89,13,11.9,KZ,1613798763
Fortuna,40.5982,-124.1573,46.0,100,90,9.84,US,1613798763
Härnösand,62.6323,17.9379,32.0,93,90,4.61,SE,1613798763
Koumra,8.9126,17.5539,64.15,27,35,5.06,TD,1613798763
Priyutnoye,46.1011,43.5072,15.57,95,8,1.14,RU,1613798763
Tomatlán,19.9333,-105.25,63.46,91,25,1.28,MX,1613798764
Da Lat,11.9465,108.4419,74.89,35,3,3.91,VN,1613798764
New Iberia,30.0035,-91.8187,30.0,93,1,3.44,US,1613798764
Naze,28.3667,129.4833,66.2,52,40,6.91,JP,1613798764
Buraidah,26.326,43.975,51.8,58,75,9.22,SA,1613798764
Matagami,49.7502,-77.6328,8.78,96,100,3.27,CA,1613798767
Stráž pod Ralskem,50.7028,14.801,37.0,86,34,5.06,CZ,1613798770
Montluçon,46.3333,2.6,44.01,77,73,7.49,FR,1613798770
Ixtapa,20.7,-105.2,73.4,73,90,3.49,MX,1613798771
Mendi,-6.1761,143.6513,65.28,93,80,2.51,PG,1613798771
Loreto,22.2667,-101.9667,44.83,58,0,4.79,MX,1613798774
Katunino,64.3862,40.6298,-34.6,74,20,2.48,RU,1613798774
Akdepe,42.0551,59.3788,28.4,86,0,4.61,TM,1613798777
Copala,16.65,-98.9833,70.75,77,0,5.77,MX,1613798778
Xining,36.6167,101.7667,42.58,36,0,3.18,CN,1613798778
New Glasgow,45.5834,-62.6486,23.0,74,99,9.22,CA,1613798778
Cayenne,4.9333,-52.3333,75.2,100,75,2.3,GF,1613798779
Lishu,43.3047,124.3278,29.1,76,100,4.27,CN,1613798782
Al Bardīyah,31.7561,25.0865,52.52,62,0,3.38,LY,1613798785
Ankang,32.68,109.0172,70.68,29,0,5.06,CN,1613798788
Sørland,67.667,12.6934,33.51,90,100,22.82,NO,1613798792
Acapulco de Juárez,16.8634,-99.8901,71.33,74,0,5.44,MX,1613798795
Sergeevka,53.88,67.4158,-2.11,91,100,13.8,KZ,1613798798
Gijang,35.2442,129.2139,64.4,36,0,14.97,KR,1613798798
Namatanai,-3.6667,152.4333,84.15,74,30,7.23,PG,1613798609
Auki,-8.7676,160.7034,83.28,78,87,6.22,SB,1613798798
Le Port,-20.9373,55.2919,86.0,66,0,17.27,RE,1613798798
Sanguéya,10.7,-14.3667,74.66,75,94,1.57,GN,1613798799
Nelson Bay,-32.7167,152.15,78.01,83,75,11.5,AU,1613798802
Berezovyy,51.6667,135.7,11.5,91,100,5.91,RU,1613798802
Manaus,-3.1019,-60.025,71.6,100,75,8.05,BR,1613798606
Linxia Chengguanzhen,35.6003,103.2064,50.47,31,0,1.83,CN,1613798802
Vao,-22.6667,167.4833,80.02,86,100,16.28,NC,1613798802
Livramento,-3.0254,-60.1803,71.6,100,75,12.66,BR,1613798805
Saint-Pierre,-21.3393,55.4781,84.99,70,75,1.14,RE,1613798718
Moses Lake,47.1301,-119.2781,32.0,80,90,6.91,US,1613798806
Adwa,14.1646,38.8955,62.4,62,3,3.83,ET,1613798806
Knysna,-34.0363,23.0471,64.4,82,40,6.91,ZA,1613798529
Ljungby,56.8332,13.9408,35.01,100,90,5.75,SE,1613798806
Trincomalee,8.5711,81.2335,80.82,81,86,12.82,LK,1613798806
Djibouti,11.5,42.5,71.06,78,40,8.88,DJ,1613798806
Touros,-5.1989,-35.4608,75.2,94,40,3.44,BR,1613798806
Tsiroanomandidy,-18.7667,46.0333,73.94,82,99,2.55,MG,1613798806
Yashalta,46.3395,42.2762,18.97,94,28,1.1,RU,1613798807
Pontianak,-0.0333,109.3333,87.8,58,75,5.75,ID,1613798807
Gōtsuchō,35.0,132.2167,64.4,48,20,16.11,JP,1613798579
Arrondissement de Saintes,45.6667,-0.75,52.0,76,0,21.85,FR,1613798807
Gold Coast,-28.0,153.4333,80.01,69,100,10.36,AU,1613798807
Kautokeino,69.0125,23.0412,-0.92,91,99,5.55,NO,1613798811
Russell,32.3502,-85.1999,39.2,60,1,4.61,US,1613798604
Evensk,61.95,159.2333,7.97,84,98,11.45,RU,1613798814
Cornwall,45.0181,-74.7281,17.6,86,90,5.75,CA,1613798814
Nantucket,41.2835,-70.0995,33.01,93,90,21.85,US,1613798614
Forsytheganj,52.6333,29.7333,4.01,94,46,5.75,BY,1613798815
San Ramon,37.7799,-121.978,51.01,87,75,11.5,US,1613798815
Jalu,29.0331,21.5482,49.5,67,0,3.69,LY,1613798815
Guerrero Negro,27.9769,-114.0611,60.04,62,0,9.46,MX,1613798815
Mareeba,-17.0,145.4333,82.4,65,75,9.22,AU,1613798818
Coos Bay,43.3665,-124.2179,42.8,93,90,10.36,US,1613798818
Mabaruma,8.2,-59.7833,69.75,94,8,2.84,GY,1613798818
Foki,56.693,54.3499,-4.41,92,89,2.98,RU,1613798819
Keti Bandar,24.1447,67.4497,81.84,19,74,10.29,PK,1613798652
Gilbués,-9.8317,-45.3439,70.38,96,100,2.33,BR,1613798823
Goderich,43.7501,-81.7165,24.8,74,70,9.22,CA,1613798824
Puri,19.8,85.85,77.0,61,75,8.05,IN,1613798824
Lindi,-10.0,39.7167,77.0,94,75,8.05,TZ,1613798828
Mehrān,33.1222,46.1646,33.8,69,0,4.61,IR,1613798828
Rochegda,62.8,43.25,-21.46,87,60,3.29,RU,1613798828
Bairiki Village,1.3292,172.9752,84.2,70,20,9.22,KI,1613798829
Kysyl-Syr,63.8986,122.7617,-15.68,86,99,0.51,RU,1613798829
Krasnorechenskiy,44.6265,135.3532,16.36,91,85,16.82,RU,1613798832
Roald,62.5833,6.1333,42.8,81,75,6.91,NO,1613798832
Ardakān,32.31,54.0175,39.2,35,0,2.3,IR,1613798832
Stornoway,58.2093,-6.3865,46.4,87,90,26.46,GB,1613798833
Kango,0.1943,10.0951,73.42,95,57,0.45,GA,1613798833
Swan Hill,-35.3378,143.5544,93.56,24,82,15.01,AU,1613798833
Abnūb,27.2696,31.1511,44.6,87,0,5.75,EG,1613798837
Camacha,33.0833,-16.3333,64.4,88,75,23.02,PT,1613798840
Windhoek,-22.5594,17.0832,64.99,63,20,5.75,NA,1613798840
Cruz Grande,16.7333,-99.1333,66.94,82,0,3.51,MX,1613798841
Andenes,69.3143,16.1194,26.6,74,99,23.02,NO,1613798841
Taguatinga,-12.3857,-46.5711,70.47,94,100,2.28,BR,1613798841
Koson,39.0375,65.585,39.2,70,90,4.61,UZ,1613798844
Koungou,-12.7336,45.2042,78.8,78,100,17.27,YT,1613798844
Fort Thomas,39.0751,-84.4472,15.8,67,1,3.85,US,1613798845
Kostanay,53.1667,63.5833,-9.4,77,0,13.42,KZ,1613798845
Vanimo,-2.6741,141.3028,85.69,61,81,5.19,PG,1613798848
Togitsu,32.8333,129.85,62.6,59,20,29.93,JP,1613798849
Verkhnevilyuysk,63.4453,120.3167,-15.12,86,97,1.12,RU,1613798849
Moerai,-22.4333,-151.3333,80.33,76,79,16.69,PF,1613798849
Tiznit Province,29.5833,-9.5,54.97,39,0,1.72,MA,1613798852
Bathsheba,13.2167,-59.5167,77.0,69,20,23.02,BB,1613798853
Waingapu,-9.6567,120.2641,85.24,70,100,13.33,ID,1613798856
Adrar,20.5022,-10.0711,63.39,25,0,9.46,MR,1613798856
Severnyy,50.677,36.5532,5.0,85,99,4.47,RU,1613798856
Kuju,23.7167,85.5,73.4,49,75,3.44,IN,1613798857
Myanaung,18.2833,95.3167,92.84,32,89,4.05,MM,1613798857
Suntar,62.1444,117.6319,-15.68,85,93,0.54,RU,1613798860
Noumea,-22.2763,166.4572,89.01,74,75,10.36,NC,1613798861
Arman',59.7,150.1667,3.15,84,33,11.36,RU,1613798861
Kokopo,-4.352,152.2633,84.45,70,19,4.0,PG,1613798861
Nikolayevsk-on-Amur,53.1406,140.73,12.65,93,100,4.65,RU,1613798865
Solikamsk,59.6196,56.7729,-6.77,90,98,3.87,RU,1613798865
Bentiu,9.2333,29.8333,64.89,23,57,5.19,SS,1613798865
Bud,39.447,-86.1758,17.6,79,90,5.39,US,1613798865
